TV,Radio,Social Media,Influencer,Sales,Total_Budget,ROI,TV_share,Radio_share,Social Media_share
10.0,6.145248262,1.591116473,Macro,32.56682505,17.736364735,1.8361612166068257,0.5638133940866998,0.34647732801036135,0.0897092779029389
,34.85963715,7.781416681,Mega,318.9697838,42.641053830999994,7.480344765028049,,0.8175134997404094,0.18248650025959065
32.0,0.627618771,2.676075167,Micro,115.2625668,35.303693938,3.2648868699808857,0.9064207291225129,0.017777708250649858,0.0758015626268372
29.0,8.852094414,0.041494349,Macro,101.8731014,37.893588763,2.6883994027894973,0.765300963742873,0.2336040133164518,0.00109502294067528
32.0,11.52414895,2.566791358,Mega,111.8997121,46.090940308,2.427802760200524,0.6942796086641296,0.25003067572478566,0.05568971561108469
29.0,14.4341063,0.463277331,Macro,104.3526653,43.897383631,2.377195556281558,0.6606316277018484,0.3288147289445001,0.010553643353651655
91.0,40.10852728,7.236170474,Mega,326.3817124,138.344697754,2.359192059390388,0.6577772872930281,0.28991734364348143,0.052305369063490384
83.0,34.28141179,8.697487404,Nano,300.7305325,125.978899194,2.387150026107887,0.65884049258269,0.27212026783317633,0.06903923958413376
72.0,23.92269582,3.373809656,Mega,255.1551652,99.29650547600001,2.569628850248623,0.7251010461531541,0.24092183008174567,0.03397712376510018
47.0,24.16913194,2.087910259,Micro,161.7170871,73.257042199,2.2075295732074687,0.6415765445774656,0.32992230118089483,0.0285011542416396
10.0,3.455868379,2.400118071,Micro,39.62567824,15.85598645,2.4990988964928134,0.6306766237177253,0.21795354012805682,0.15136983615421795
49.0,10.06762616,1.729667405,Macro,169.0081129,60.797293565000004,2.7798624410691724,0.8059569287835616,0.16559332775621718,0.02844974346022108
14.0,5.197856187,0.413965989,Mega,50.98848158,19.611822176,2.599884963386892,0.7138551366803908,0.2650368813439929,0.021107981975616297
20.0,10.75005058,2.442173814,Macro,70.47172273,33.192224394,2.123139500790397,0.6025507589547179,0.32387255678903026,0.0735766842562519
17.0,10.44745162,3.356106421,Nano,58.59009126,30.803558041000002,1.9020559632109935,0.551884297826009,0.33916379419852355,0.10895190797546736
68.0,29.8927411,6.096743741,Mega,237.7721637,103.98948484099999,2.28650198684563,0.6539122691488669,0.2874592671144205,0.05862846373671267
91.0,25.04555745,6.109369688,Macro,322.1004964,122.154927138,2.636819520477622,0.7449556242393409,0.20503108664381348,0.05001328911684558
52.0,17.11323977,2.638642418,Mega,181.0796122,71.75188218800001,2.5236914583724226,0.7247196646877179,0.23850579591990226,0.03677453939237978
41.0,3.921540021,2.527850591,Nano,145.9192,47.449390612,3.0752597265832295,0.8640785365456528,0.08264679420368022,0.053274669250666914
65.0,11.65648785,0.358471532,Micro,228.5646491,77.014959382,2.9677954897866288,0.8439918753653444,0.15135355447222845,0.0046545701624272
82.0,31.60769079,3.952448108,Mega,288.9822393,117.56013889799999,2.458165174087901,0.6975153378403761,0.268864013655378,0.03362064850424604
14.0,18.64944183,4.529927084,Mega,49.81567405,37.179368914,1.339874115809474,0.3765529219278453,0.5016072723864201,0.12183980568573455
84.0,31.26640836,8.080731556,Nano,299.099052,123.347139916,2.4248559975017487,0.6810048458132423,0.25348304290875795,0.06551211127799977
99.0,30.14056912,6.546158024,Mega,351.3598902,135.686727144,2.589493442694015,0.7296218435199963,0.22213351117248759,0.048244645307516126
15.0,2.234293408,1.07771826,Mega,55.00971238,18.312011668,3.0040234452301466,0.8191344715126139,0.12201244999774648,0.05885307848963959
64.0,24.69852188,6.741382758,Micro,223.0991462,95.439904638,2.337587689826459,0.6705790438784449,0.25878611230470705,0.07063484381684804
70.0,15.2477262,4.587703384,Macro,247.1394014,89.835429584,2.751023761387082,0.7792025966163716,0.16972954067907828,0.05106786270455021
77.0,26.82235002,5.514187222,Nano,274.7071,109.336537242,2.5124913128717177,0.7042476553795742,0.24531918329032823,0.0504331613300975
81.0,20.39194685,3.212250256,Macro,289.1757587,104.604197106,2.764475677844605,0.7743475141625451,0.19494386854607706,0.03070861729137777
46.0,17.79013454,4.117631989,Micro,168.0365387,67.907766529,2.4744818934405686,0.6773893819693761,0.26197496176527507,0.060635656265348774
,6.48229344,0.866844994,Macro,91.17721555,7.349138434,12.406517630444734,,0.8820480792701312,0.11795192072986878
56.0,25.27608704,3.239265214,Mega,198.3215216,84.51535225399999,2.346573921906759,0.6626015097434513,0.29907095416269436,0.03832753609385436
98.0,33.05515873,6.063457718,Mega,349.7452965,137.118616448,2.5506769653895622,0.7147096618872675,0.2410698093831455,0.04422052872958697
47.0,18.2339617,0.827545346,Mega,166.1372196,66.06150704599999,2.5148869141649346,0.7114581864938826,0.27601492178044496,0.012526891725672609
18.0,8.808702773,2.414186295,Nano,59.28931563,29.222889068,2.028865643367332,0.6159555257563694,0.30143161932082246,0.08261285492280813
77.0,22.9553127,2.642504816,Mega,272.6321364,102.597817516,2.657289823513871,0.7505032939710627,0.2237407505907243,0.02575595543821295
22.0,6.041725794,2.136632357,Mega,77.41731834,30.178358151,2.5653257195979915,0.7289992348132763,0.20020061276261975,0.07080015242410395
99.0,37.7178052,3.590086383,Nano,349.4239745,140.30789158299999,2.490408561896863,0.7055911031307598,0.26882169473473844,0.025587202134501913
36.0,9.096779889,3.81883449,Mega,127.0926738,48.915614379000004,2.598202545618281,0.7359613174041045,0.18596883642343343,0.07806984617246199
12.0,1.648197979,1.30572513,Mega,43.06509252,14.953923109000002,2.87985247791473,0.8024650061747217,0.11021843344961657,0.0873165603756616
94.0,47.11629339,9.322957802,Micro,336.5934202,150.439251192,2.237404251437136,0.6248369308886769,0.31319149102827715,0.061971578083046
97.0,39.23230636,3.698661076,Nano,345.3131637,139.930967436,2.46773941485065,0.6931989521502074,0.2803690067957518,0.026432041054040813
44.0,16.91203429,4.034660177,Macro,154.2065565,64.946694467,2.3743557353539178,0.6774786670991669,0.2603986920164683,0.06212264088436475
86.0,31.52189727,6.398283645,Mega,304.7437748,123.920180915,2.4591940759756596,0.6939951133463046,0.2543725891719095,0.05163229748178584
93.0,33.05945096,5.78929841,Micro,335.2090696,131.84874936999998,2.5423757995559066,0.7053536756652818,0.2507376908614208,0.04390863347329754
30.0,10.64510759,1.915517115,Macro,104.1809671,42.560624705,2.447825139365515,0.7048768717080324,0.2501163379011544,0.04500679039081318
32.0,0.758066665,2.359200238,Mega,112.269694,35.117266903,3.1969940687613425,0.9112326448521625,0.021586721628819007,0.06718063351901848
29.0,2.172596338,4.208324504,Mega,103.6348659,35.380920841999995,2.9291172596326858,0.8196507979400771,0.061405873173909976,0.11894332888601308
72.0,25.40659637,3.215455403,Micro,262.4011715,100.62205177300001,2.6077899116186605,0.7155489152857825,0.25249531213412774,0.0319557725800897
14.0,8.001265854,4.18783431,Micro,51.44298395,26.189100164,1.9642898621127287,0.5345735406077314,0.3055189297797517,0.15990752961251686
95.0,38.41522497,7.673636553,Micro,336.7606331,141.088861523,2.3868690232864487,0.6733345139687963,0.2722768087808096,0.054388677250394146
20.0,3.934783488,0.328469804,Nano,72.62590273,24.263253292,2.993246695155508,0.8242917699167049,0.16217048227812728,0.013537747805167658
49.0,24.35904434,3.797367287,Nano,174.1981389,77.156411627,2.2577273259172848,0.6350735987682068,0.3157099173787371,0.049216483853056166
29.0,11.21368878,0.55883658,Macro,98.99963768,40.772525359999996,2.428096783456143,0.7112632770216027,0.27503051824700614,0.01370620473139121
,7.635819371,1.554145839,Macro,56.18672988,9.18996521,6.11392193507553,,0.8308866460877494,0.16911335391225055
39.0,13.18725635,2.766352269,Macro,140.4152859,54.953608619,2.555160424013573,0.709689517760184,0.23997070768234421,0.050339774557471816
87.0,33.70789822,3.327272719,Nano,309.3616681,124.03517093900001,2.4941447313531966,0.7014139565525833,0.27176080755818366,0.026825235889232895
38.0,9.437711713,4.377587812,Mega,133.5654887,51.815299525,2.57772298769704,0.7333741259503025,0.18214140996032388,0.0844844640893736
43.0,9.726736048,0.337998227,Macro,152.2546677,53.064734275,2.8692251036434686,0.8103310152682377,0.18329943946562804,0.006369545266134285
30.0,8.421994731,3.279480595,Macro,112.3081088,41.701475326,2.693144737015533,0.7193990084397716,0.201959155285546,0.0786418362746824
93.0,19.95638677,2.261406312,Mega,333.5791129,115.217793082,2.8952048462045545,0.8071669966270948,0.17320577174913537,0.01962723162376984
86.0,25.26070742,6.765663894,Nano,307.6190894,118.026371314,2.6063589516075463,0.7286507162980015,0.21402595995089815,0.05732332375110031
63.0,26.03598627,3.290816886,Nano,225.4862319,92.326803156,2.4422618805397946,0.6823587284133735,0.28199813466960716,0.03564313691701933
93.0,28.03820883,2.924281836,Nano,333.9664321,123.96249066600001,2.6940926267755216,0.7502269396197903,0.22618300648334924,0.023590053896860443
94.0,32.14620508,4.61092529,Macro,334.6459156,130.75713037,2.559293819412076,0.7188900500799511,0.2458466699983147,0.035263279921734184
63.0,21.84654391,2.64241023,Macro,222.4683071,87.48895414,2.542815939301386,0.7200909031234648,0.24970631006791003,0.030202786808625117
30.0,17.46901907,4.337634178,Nano,105.1853123,51.806653248,2.030343705015546,0.5790762019771688,0.3371964405107445,0.08372735751208663
18.0,7.291955516,2.317959067,Micro,62.31766345,27.609914583000002,2.2570755611236217,0.6519397206351002,0.26410641344358987,0.08395386592130985
24.0,3.426021221,0.00317676,Micro,86.11553566,27.429197980999998,3.1395571871861363,0.874980012781439,0.12490417048916923,0.00011581672939181517
56.0,14.88018119,2.367556821,Macro,197.225133,73.247738011,2.692576431102646,0.7645287284037384,0.20314867863585584,0.03232259296040584
40.0,17.42884965,3.306706147,Macro,143.8359148,60.735555797,2.3682324614061523,0.6585928040848813,0.28696287407418253,0.05444432184093609
74.0,29.56295098,2.060719698,Micro,263.105633,105.623670678,2.4909722537677474,0.7006005332421497,0.2798894489297234,0.01951001782812705
52.0,14.56589504,1.9982184,Mega,182.9860143,68.56411344,2.668830750070587,0.7584142402060643,0.2124419657631323,0.029143794030803413
74.0,20.22086793,4.540904518,Macro,267.7373384,98.761772448,2.7109410024103093,0.7492777637112825,0.20474387436339989,0.045978361925317554
,30.47048529,6.806918967,Micro,336.8186903,37.277404257,9.035465237275789,,0.8173982576664578,0.1826017423335421
70.0,15.3541893,1.049369556,Micro,250.7513879,86.403558856,2.9020955990701927,0.8101518146568691,0.1777032046282869,0.0121449807148439
99.0,33.87824351,8.091610987,Mega,356.5821434,140.969854497,2.529492171729442,0.7022778050899303,0.24032261103540378,0.0573995838746659
42.0,15.21523612,1.501445964,Nano,145.2164746,58.716682084,2.4731723497634546,0.7152992728695886,0.25912969840893096,0.02557102872148044
85.0,31.79693826,2.16250238,Mega,303.397391,118.95944064000001,2.5504271823045452,0.7145292508328996,0.26729226439644427,0.018178484770656027
38.0,8.872274678,1.605213404,Macro,132.3443679,48.477488081999994,2.730017027205259,0.7838689978268417,0.18301844895495592,0.03311255321820245
30.0,15.43267247,3.9865702,Macro,104.5039262,49.41924267,2.1146403820437176,0.6070509861983686,0.3122806347529971,0.08066837904863425
49.0,21.03218038,5.087016957,Micro,174.5641128,75.119197337,2.3238282488146123,0.6522966397015137,0.2799840936218389,0.06771926667664735
27.0,6.447508155,1.415638249,Mega,96.43343282,34.863146404,2.7660565028329103,0.7744567769965299,0.18493764390296827,0.04060557910050189
30.0,4.561312156,1.652759623,Mega,104.1503565,36.214071779,2.8759637175180957,0.8284072606659092,0.1259541369398024,0.04563860239428836
100.0,36.57380821,5.273156173,Mega,354.7973747,141.846964383,2.5012687176160786,0.704985125589228,0.25783990774203186,0.03717496666874018
21.0,1.380311071,5.286680958,Mega,80.94072509,27.666992029,2.9255339722207427,0.759027218354211,0.04989017488974533,0.1910826067560436
38.0,18.90360911,4.889993447,Macro,131.1015188,61.79360255700001,2.1216034245465556,0.6149503901305612,0.305915310449214,0.07913429942022468
39.0,9.722746017,0.903060425,Micro,135.5443199,49.625806442,2.7313272996060425,0.7858814354096416,0.19592116912726504,0.01819739546309336
14.0,4.828279786,0.28603859,Micro,49.18778559,19.114318376,2.573347614203201,0.7324352207912601,0.25260015507863487,0.014964624130105051
40.0,18.378401,1.320080106,Mega,141.3801238,59.698481105999996,2.368236530992588,0.6700337974927104,0.3078537453468457,0.022112457160443993
33.0,17.44947546,0.887761603,Macro,119.3308074,51.337237063,2.3244493515215803,0.6428082594219684,0.33989899843239246,0.017292742145638987
88.0,26.00963987,1.495600762,Nano,321.0466894,115.505240632,2.7794989010313014,0.7618701932353722,0.22518146992885615,0.012948336835771703
67.0,28.48182095,1.520803886,Mega,240.4027581,97.002624836,2.4783118859561086,0.6907029589485366,0.29361907472249876,0.01567796632896467
65.0,20.06155575,3.529274197,Nano,226.9989318,88.590829947,2.562329892786911,0.73371025013409,0.22645183211402295,0.03983791775188707
95.0,30.73728576,8.980234377,Micro,341.4281402,134.71752013699998,2.5344004243307565,0.7051792513949964,0.22816101223316718,0.06665973637183654
95.0,36.42230623,9.997472195,Nano,335.3014311,141.419778425,2.3709656091550335,0.6717589368193072,0.25754747062707395,0.07069359255361879
,9.164463979,1.096681429,Macro,65.25918923,10.261145408,6.359834758712348,,0.8931229033997526,0.10687709660024729
77.0,31.6532001,7.776978403,Nano,273.9603772,116.430178503,2.353001435902986,0.6613405647060481,0.2718642237517862,0.06679521154216572
70.0,21.43851856,5.708104984,Mega,249.3019048,97.14662354400001,2.5662436398222863,0.7205602978913141,0.2206820759991724,0.058757626109513364
34.0,16.19365273,0.792203039,Mega,117.0546557,50.985855769,2.2958260469400735,0.6668516098669153,0.3176106880184197,0.01553770211466508
59.0,13.45217597,1.50308216,Macro,208.7495053,73.95525813,2.8226458885865293,0.7977796507219087,0.1818961397762077,0.020324209501883593
30.0,12.1555835,0.932529328,Macro,106.0995933,43.088112828,2.4623866383642863,0.6962477126755262,0.2821099069370456,0.021642380387428186
68.0,22.38968684,1.506105779,Micro,243.0816632,91.89579261899999,2.6451881666423698,0.739968589007421,0.24364213204871799,0.01638927894386107
43.0,8.573864534,3.298362157,Micro,156.9537519,54.872226691,2.8603496042514918,0.7836386928881957,0.1562514417773074,0.06010986533449696
18.0,8.477135293,0.608817354,Mega,61.70848657,27.085952647,2.2782468600688017,0.6645511138037692,0.31297165004602173,0.022477236150209093
84.0,33.9556193,4.479871088,Nano,299.3466037,122.43549038799999,2.4449332685430174,0.6860755793422535,0.2773347759901489,0.03658964466759776
61.0,28.38518716,6.157704568,Micro,222.4507601,95.542891728,2.3282816343186745,0.6384567066868797,0.29709365758793943,0.0644496357251809
24.0,11.88643795,1.558209074,Micro,82.54907175,37.444647024,2.204562689483773,0.640946087290322,0.3174402456613207,0.04161366704835733
41.0,8.715248318,0.181466489,Nano,144.5920869,49.896714807,2.8978277920556645,0.8216973834567585,0.17466577412381745,0.003636842419424016
67.0,18.30464111,4.895171905,Micro,234.021177,90.199813015,2.5944751898885072,0.7427953313922954,0.2029343576017833,0.05427031100592132
51.0,24.00692574,4.152022007,Nano,183.3277351,79.158947747,2.31594456871678,0.6442733443476428,0.3032749477257904,0.05245170792656671
100.0,36.73413489,7.359714283,Micro,354.1039697,144.093849173,2.4574537479032883,0.6939921486859537,0.2549320120243076,0.05107583928973873
44.0,18.94795499,2.229813818,Micro,160.5796388,65.177768808,2.463717947649203,0.6750768061670652,0.29071193041014787,0.03421126342278703
10.0,0.758569411,0.527880863,Nano,35.54799802,11.286450274,3.1496172097519493,0.8860181684436667,0.0672106280171611,0.04677120353917222
21.0,1.397371107,1.444591132,Nano,77.54794767,23.841962239,3.2525824381664896,0.8807999857347647,0.05860973576722725,0.06059027849800798
32.0,5.471955572,0.672964457,Micro,110.3748636,38.144920029,2.8935665225169322,0.8389059401794978,0.14345175105465943,0.01764230876584282
98.0,31.36391464,5.657550436,Nano,351.4266721,135.021465076,2.6027466958841785,0.7258105216443801,0.2322883596496756,0.04190111870594439
39.0,4.856123013,0.874163256,Macro,131.0772545,44.730286269000004,2.9303915855070692,0.8718924749432838,0.10856454134445145,0.0195429837122646
,38.1184237,6.676611421,Micro,328.5551842,44.795035121,7.334633923436142,,0.8509519770893094,0.14904802291069064
40.0,19.63906306,0.795725948,Micro,146.1456862,60.434789007999996,2.418237717031727,0.6618704335131382,0.3249628795328515,0.013166686954010322
44.0,19.01537456,6.543306951,Mega,153.5822256,69.558681511,2.207951937325214,0.6325594310329451,0.27337169346708956,0.09406887549996533
49.0,24.87104934,5.036281432,Nano,174.9861639,78.907330772,2.2176160590910934,0.6209815934793664,0.31519313980932945,0.06382526671130419
78.0,30.11726533,3.357794085,Macro,278.955153,111.47505941499999,2.5023996799275445,0.6997080818734633,0.2701704353247238,0.03012148280181296
49.0,20.42365468,4.346777364,Mega,178.3746767,73.770432044,2.417969798436443,0.6642227602893013,0.27685420993357357,0.05892302977712516
55.0,22.37478299,5.066577857,Mega,197.0111372,82.441360847,2.389712338271878,0.6671408554508526,0.2714023975359233,0.061456747013224136
73.0,22.86737608,0.968984226,Nano,261.0908818,96.836360306,2.6962070959189357,0.7538490683594693,0.2361445226538851,0.0100064089866455
58.0,17.39877506,4.007447145,Nano,204.099035,79.40622220499999,2.5703153900595517,0.7304213497308011,0.21911097867220342,0.05046767159699561
82.0,23.43478708,5.914866129,Micro,288.0207452,111.34965320900001,2.5866335179274746,0.7364189976064714,0.2104612489094474,0.05311975348408109
27.0,10.33353047,1.130122514,Macro,97.61236339,38.463652984,2.5377819270209336,0.7019614078577348,0.26865702210599995,0.029381570036265278
94.0,29.34460985,3.436481014,Mega,336.3726161,126.78109086399999,2.6531765408205237,0.7414354882056917,0.23145888436532236,0.027105627428985965
69.0,23.29045109,5.671686076,Mega,245.979961,97.962137166,2.510969728877791,0.7043537635676248,0.23774952000622016,0.05789671642615499
94.0,37.09705521,7.596290451,Nano,334.643793,138.693345661,2.4128323634066065,0.6777542177817145,0.267475379104879,0.054770403113406516
70.0,23.80856837,3.766603039,Micro,246.4947988,97.575171409,2.526204107464823,0.7173956139578294,0.24400232176075867,0.03860206428141187
88.0,27.46149343,1.524062069,Macro,312.1429635,116.985555499,2.668217987840971,0.7522296203547303,0.23474259974116843,0.013027779904101304
64.0,23.08148805,3.056298128,Macro,219.5681841,90.137786178,2.435917204205645,0.7100240943749796,0.25606894764887755,0.0339069579761429
39.0,11.78254265,2.956726836,Micro,138.3753078,53.739269486,2.5749383853468486,0.7257262775066224,0.2192538671012183,0.055019855392159325
99.0,37.73241144,7.72405273,Macro,349.0483366,144.45646417,2.4162874164580903,0.6853275868880073,0.26120265130950143,0.05346976180249117
81.0,26.42542193,,Macro,288.649441,107.42542193,2.686975166716946,0.754011467162594,0.245988532837406,
,1.287060452,0.396178735,Macro,56.54529263,1.6832391869999999,33.59314176304286,,0.7646331323202494,0.23536686767975062
25.0,0.413849392,,Macro,92.35709194,25.413849392,3.6341244695135795,0.9837155959486297,0.016284404051370324,
94.0,30.49815694,8.823311925,Macro,331.4840935,133.321468865,2.4863519455794285,0.7050627389590454,0.22875653260977893,0.06618072843117562
73.0,25.34020889,,Mega,258.3589687,98.34020889,2.627195646787689,0.7423209775937665,0.2576790224062336,
36.0,8.840112507,0.962941668,Nano,125.3870645,45.803054175,2.737526279818217,0.7859737881769758,0.19300268652881816,0.021023525294205994
78.0,26.40676494,2.475101624,Macro,271.0264376,106.881866564,2.5357569652632472,0.7297776742446225,0.2470649679774056,0.0231573577779719
89.0,29.68238385,,Macro,320.2643973,118.68238385000001,2.698499869237333,0.7499006770245287,0.2500993229754712,
44.0,6.313173395,1.310027864,Macro,152.8312537,51.623201259,2.960514845509612,0.8523299393861018,0.12229333402487046,0.025376726589027825
79.0,27.88320654,7.467941688,Nano,282.7480985,114.351148228,2.472630164904338,0.6908544533587471,0.2438384482541866,0.06530709838706632
41.0,13.14265735,,Nano,142.6268646,54.14265735,2.634278987785959,0.757258731040101,0.24274126895989895,
26.0,15.26673306,2.205879856,Macro,88.96782897,43.472612916,2.046525916026906,0.5980776920457604,0.3511804797539812,0.05074182820025826
17.0,8.197932469,2.119872253,Mega,63.25378214,27.317804722,2.3154782305424226,0.6223047632487575,0.3000948484853145,0.07760038826592795
34.0,12.66039824,,Mega,117.1141409,46.66039824,2.509925875420475,0.728669305930896,0.27133069406910404,
13.0,8.077501591,0.013230147,Nano,48.30375112,21.090731738000002,2.2902833206573496,0.6163844935060925,0.3829882097663993,0.0006272967275081652
98.0,,6.399729574,Nano,345.9528384,104.399729574,3.31373308926805,0.9386997495097553,,0.06130025049024462
12.0,3.556576557,0.360014914,Micro,37.24327179,15.916591471,2.3399024758446036,0.7539302633898707,0.2234508916987708,0.022618844911358474
11.0,3.785254654,1.569644569,Micro,45.55251127,16.354899223,2.7852517248127833,0.6725813378617845,0.23144469448498783,0.09597396765322765
89.0,,4.535458014,Micro,316.7256236,93.535458014,3.386155692449743,0.951510816215588,,0.04848918378441201
39.0,13.22123736,3.660566126,Micro,135.7731514,55.881803486,2.4296487036968135,0.6979015988589312,0.23659288954967783,0.06550551159139087
86.0,27.14817277,4.409399375,Nano,308.3930492,117.557572145,2.623336324261752,0.7315564487324077,0.2309351262929657,0.03750842497462671
22.0,,4.132525561,Macro,78.03149813,26.132525561,2.985991459105417,0.84186275638175,,0.15813724361824988
76.0,26.19267329,4.127600897,Macro,269.6030059,106.320274187,2.535762891523515,0.7148213318781366,0.2463563369290354,0.03882233119282804
33.0,13.36586735,0.012138363,Macro,116.2374967,46.378005713,2.506306489746669,0.7115441790277309,0.28819409425906983,0.0002617267131992601
12.0,,1.230026167,Micro,50.00921016,13.230026167,3.779978174551104,0.9070276844902933,,0.09297231550970672
83.0,28.40915338,4.085216067,Micro,292.857168,115.494369447,2.535683509094279,0.7186497523421559,0.24597868723840144,0.03537156041944273
